gid,gnaf_pid,listing_source,state,street,suburb,bedrooms,bathrooms,garage_spaces,building_size,land_size,mb,sa1,poa,sal,typ,dat,price,zoning_appears_on_portals,market,hedonic_price,date_sold,display_price,source,property_type,yield,sale_date,year,quarter,month,price_per_sqm,momentum_score,category
9566571.0,GANSW705844500,Sold,NSW,64 ROSEVILLE AVE,ROSEVILLE,5.0,4.0,,0 m²,1037.0,10416760000,12103140827,2069,Roseville,house,2002-12-19,2155000.0,False,Roseville house buy,1949999.9999999998,2002-12-19,2155000.0,nswlrs,UNKNOWN,,2002-12-19,2002,2002Q4,2002-12,2078.1099324975894,26.4,📉 Cooling
550002.0,GANSW705618555,Sold,NSW,12 PARKER ST,NORTHBRIDGE,4.0,5.0,,0 m²,697.0,10843200000,12101168309,2063,Northbridge (NSW),house,2002-12-20,2800000.0,False,Northbridge (NSW) house buy,1400000.0,2002-12-20,2800000.0,nswlrs,UNKNOWN,,2002-12-20,2002,2002Q4,2002-12,4017.2166427546626,70.0,📈 Growing
5584777.0,GANSW705618551,Sold,NSW,1 PARKER ST,NORTHBRIDGE,5.0,3.0,2.0,0 m²,601.0,10843432000,12101168309,2063,Northbridge (NSW),house,2002-12-20,1225000.0,False,Northbridge (NSW) house buy,1885000.0,2002-12-20,1225000.0,nswlrs,UNKNOWN,,2002-12-20,2002,2002Q4,2002-12,2038.2695507487522,70.0,📈 Growing
3909899.0,GANSW705574499,Sold,NSW,10 NAROOMA RD,NORTHBRIDGE,5.0,4.0,4.0,0 m²,650.0,10843510000,12101168322,2063,Northbridge (NSW),house,2002-12-26,1000000.0,False,Northbridge (NSW) house buy,1488506.0,2002-12-26,1000000.0,nswlrs,UNKNOWN,,2002-12-26,2002,2002Q4,2002-12,1538.4615384615386,70.0,📈 Growing
5339462.0,GANSW705566568,Sold,NSW,16 EASTERN VALLEY WAY,NORTHBRIDGE,,,,0 m²,658.0,11204679100,12101168314,2063,Northbridge (NSW),house,2003-01-08,177012.0,False,Northbridge (NSW) house buy,354024.0,2003-01-08,177012.0,nswlrs,UNKNOWN,,2003-01-08,2003,2003Q1,2003-01,269.01519756838906,70.0,📈 Growing
5723839.0,GANSW710647774,Sold,NSW,285 PENSHURST ST,NORTH WILLOUGHBY,,,,,,11205158800,12101168725,2068,North Willoughby,house,2003-01-10,5500000.0,False,North Willoughby house buy,2750000.0,2003-01-10,5500000.0,nswlrs,UNKNOWN,,2003-01-10,2003,2003Q1,2003-01,,75.0,📈 Growing
869983.0,GANSW705848448,Sold,NSW,126 BOUNDARY ST,ROSEVILLE,,,,,,10840380000,12101168408,2069,Roseville,house,2003-01-31,680000.0,False,Roseville house buy,1360000.0,2003-01-31,680000.0,nswlrs,UNKNOWN,,2003-01-31,2003,2003Q1,2003-01,,26.4,📉 Cooling
3656870.0,GANSW705844784,Sold,NSW,25 VICTORIA ST,ROSEVILLE,4.0,3.0,2.0,130 m²,809.0,11217390000,12103140861,2069,Roseville,house,2003-02-13,1234000.0,False,Roseville house buy,1290000.0,2003-02-13,1234000.0,nswlrs,UNKNOWN,,2003-02-13,2003,2003Q1,2003-02,1525.3399258343634,26.4,📉 Cooling
7358795.0,GANSW705628839,Sold,NSW,7/21 EASTERN VALLEY WAY,NORTHBRIDGE,1.0,1.0,1.0,0 m²,3998.0,10843230000,12101168314,2063,Northbridge (NSW),unit,2003-02-14,400000.0,False,Northbridge (NSW) unit buy,800000.0,2003-02-14,400000.0,nswlrs,UNKNOWN,,2003-02-14,2003,2003Q1,2003-02,100.05002501250625,70.0,📈 Growing
4026868.0,GANSW705561456,Sold,NSW,449 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843321000,12101168334,2063,Northbridge (NSW),house,2003-02-19,1510000.0,False,Northbridge (NSW) house buy,1207500.0,2003-02-19,1510000.0,nswlrs,UNKNOWN,,2003-02-19,2003,2003Q1,2003-02,,70.0,📈 Growing
327608.0,GANSW707547939,Sold,NSW,4/181-185 PACIFIC HWY,ROSEVILLE,2.0,2.0,1.0,0 m²,0.0,10421450000,12103140832,2069,Roseville,unit,2003-02-21,385000.0,False,Roseville unit buy,770000.0,2003-02-21,385000.0,nswlrs,UNKNOWN,,2003-02-21,2003,2003Q1,2003-02,,26.4,📉 Cooling
11237956.0,GANSW705583922,Sold,NSW,6 MARANA RD,NORTHBRIDGE,4.0,2.0,2.0,0 m²,653.0,10843742000,12101168302,2063,Northbridge (NSW),house,2003-02-21,1250000.0,False,Northbridge (NSW) house buy,1475000.0,2003-02-21,1250000.0,nswlrs,UNKNOWN,,2003-02-21,2003,2003Q1,2003-02,1914.2419601837673,70.0,📈 Growing
11350929.0,GANSW705840202,Sold,NSW,26 BROMBOROUGH RD,ROSEVILLE,4.0,3.0,,0 m²,916.0,10421360000,12103140810,2069,Roseville,house,2003-02-22,1520000.0,False,Roseville house buy,1342000.0,2003-02-22,1520000.0,nswlrs,UNKNOWN,,2003-02-22,2003,2003Q1,2003-02,1659.3886462882097,26.4,📉 Cooling
7450320.0,GANSW705843845,Sold,NSW,7 KELBURN RD,ROSEVILLE,4.0,2.0,,0 m²,1115.0,11204616100,12103140821,2069,Roseville,house,2003-02-26,1450000.0,False,Roseville house buy,1405000.0,2003-02-26,1450000.0,nswlrs,UNKNOWN,,2003-02-26,2003,2003Q1,2003-02,1300.4484304932735,26.4,📉 Cooling
1674045.0,GANSW708262865,Sold,NSW,1/8 EASTERN VALLEY WAY,NORTHBRIDGE,3.0,3.0,1.0,186 m²,0.0,11205370100,12101168314,2063,Northbridge (NSW),unit,2003-02-26,740000.0,False,Northbridge (NSW) unit buy,1431315.7894736843,2003-02-26,740000.0,nswlrs,UNKNOWN,,2003-02-26,2003,2003Q1,2003-02,,70.0,📈 Growing
6973458.0,GANSW705848336,Sold,NSW,61 PARK AVE,ROSEVILLE,4.0,3.0,2.0,0 m²,803.0,10421420000,12103140811,2069,Roseville,house,2003-02-27,1290000.0,False,Roseville house buy,1105000.0,2003-02-27,1290000.0,nswlrs,UNKNOWN,,2003-02-27,2003,2003Q1,2003-02,1606.475716064757,26.4,📉 Cooling
5342921.0,GANSW705574450,Sold,NSW,16 DALKEITH ST,NORTHBRIDGE,,,,,,11205155500,12101168319,2063,Northbridge (NSW),house,2003-02-27,1310000.0,False,Northbridge (NSW) house buy,945000.0,2003-02-27,1310000.0,nswlrs,UNKNOWN,,2003-02-27,2003,2003Q1,2003-02,,70.0,📈 Growing
5842119.0,GANSW705841124,Sold,NSW,5/2A SHIRLEY RD,ROSEVILLE,3.0,2.0,1.0,101 m²,141.0,11209190000,12103140803,2069,Roseville,unit,2003-03-04,475000.0,False,Roseville unit buy,609499.5,2003-03-04,475000.0,nswlrs,UNKNOWN,,2003-03-04,2003,2003Q1,2003-03,3368.794326241135,26.4,📉 Cooling
12294503.0,GANSW705581526,Sold,NSW,36 WOONONA RD,NORTHBRIDGE,5.0,3.0,2.0,0 m²,611.0,11205667000,12101168323,2063,Northbridge (NSW),house,2003-03-06,1000000.0,False,Northbridge (NSW) house buy,1892499.9999999998,2003-03-06,1000000.0,nswlrs,UNKNOWN,,2003-03-06,2003,2003Q1,2003-03,1636.6612111292961,70.0,📈 Growing
1690028.0,GANSW705577265,Sold,NSW,17 MARANA RD,NORTHBRIDGE,6.0,4.0,2.0,0 m²,1290.0,10843671000,12101168302,2063,Northbridge (NSW),house,2003-03-07,2360000.0,False,Northbridge (NSW) house buy,1180000.0,2003-03-07,2360000.0,nswlrs,UNKNOWN,,2003-03-07,2003,2003Q1,2003-03,1829.4573643410852,70.0,📈 Growing
223255.0,GANSW705834409,Sold,NSW,27 LONGFORD ST,ROSEVILLE,4.0,,,0 m²,1834.0,10421160000,12103140801,2069,Roseville,house,2003-03-17,875000.0,False,Roseville house buy,1121750.0,2003-03-17,875000.0,nswlrs,UNKNOWN,,2003-03-17,2003,2003Q1,2003-03,477.09923664122135,26.4,📉 Cooling
3780956.0,GANSW705581147,Sold,NSW,16 DALMENY RD,NORTHBRIDGE,4.0,3.0,2.0,0 m²,620.0,10843321000,12101168334,2063,Northbridge (NSW),house,2003-03-17,1050000.0,False,Northbridge (NSW) house buy,907163.0859375,2003-03-17,1050000.0,nswlrs,UNKNOWN,,2003-03-17,2003,2003Q1,2003-03,1693.5483870967741,70.0,📈 Growing
8703040.0,GANSW707547941,Sold,NSW,6/181-185 PACIFIC HWY,ROSEVILLE,,,,0 m²,0.0,10421450000,12103140832,2069,Roseville,unit,2003-03-20,370000.0,False,Roseville unit buy,740000.0,2003-03-20,370000.0,nswlrs,UNKNOWN,,2003-03-20,2003,2003Q1,2003-03,,26.4,📉 Cooling
6743161.0,GANSW705855007,Sold,NSW,38/5-17 PACIFIC HWY,ROSEVILLE,1.0,,,0 m²,0.0,10421390000,12103140863,2069,Roseville,unit,2003-03-24,279000.0,False,Roseville unit buy,542755.1349030273,2003-03-24,279000.0,nswlrs,UNKNOWN,,2003-03-24,2003,2003Q1,2003-03,,26.4,📉 Cooling
7862956.0,GANSW705572074,Sold,NSW,10 MALACOOTA RD,NORTHBRIDGE,2.0,2.0,1.0,0 m²,611.0,10843540000,12101168303,2063,Northbridge (NSW),house,2003-03-25,1131000.0,False,Northbridge (NSW) house buy,1162500.0,2003-03-25,1131000.0,nswlrs,UNKNOWN,,2003-03-25,2003,2003Q1,2003-03,1851.063829787234,70.0,📈 Growing
6791914.0,GANSW705848332,Sold,NSW,11/2 FINDLAY AVE,ROSEVILLE,2.0,1.0,1.0,0 m²,0.0,10840270000,12103140840,2069,Roseville,unit,2003-03-26,290000.0,False,Roseville unit buy,388308.8803088803,2003-03-26,290000.0,nswlrs,UNKNOWN,,2003-03-26,2003,2003Q1,2003-03,,26.4,📉 Cooling
9587144.0,GANSW705580478,Sold,NSW,50 BAROONA RD,NORTHBRIDGE,5.0,3.0,1.0,0 m²,797.0,10838940000,12101168332,2063,Northbridge (NSW),house,2003-03-29,1275000.0,False,Northbridge (NSW) house buy,1290500.0,2003-03-29,1275000.0,nswlrs,UNKNOWN,,2003-03-29,2003,2003Q1,2003-03,1599.7490589711417,70.0,📈 Growing
2475045.0,GANSW707646360,Sold,NSW,36A WILLIAM ST,ROSEVILLE,4.0,3.0,2.0,0 m²,1195.0,10840432000,12101168438,2069,Roseville,house,2003-03-29,1755000.0,False,Roseville house buy,1538634.717987805,2003-03-29,1755000.0,nswlrs,UNKNOWN,,2003-03-29,2003,2003Q1,2003-03,1468.6192468619247,26.4,📉 Cooling
8301085.0,GANSW705854169,Sold,NSW,12 BANCROFT AVE,ROSEVILLE,4.0,2.0,4.0,0 m²,1200.0,10421531000,12103140843,2069,Roseville,house,2003-03-30,1685500.0,False,Roseville house buy,1208500.0,2003-03-30,1685500.0,nswlrs,UNKNOWN,,2003-03-30,2003,2003Q1,2003-03,1404.5833333333333,26.4,📉 Cooling
7131885.0,GANSW705833926,Sold,NSW,17 BARCOO ST,ROSEVILLE,4.0,2.0,2.0,0 m²,525.0,10840650000,12101168408,2069,Roseville,house,2003-04-02,662000.0,False,Roseville house buy,1316130.2342086586,2003-04-02,662000.0,nswlrs,UNKNOWN,,2003-04-02,2003,2003Q2,2003-04,1260.952380952381,26.4,📉 Cooling
4118729.0,GANSW705817284,Sold,NSW,65 BOUNDARY ST,ROSEVILLE,,,,,,10416780000,12103140830,2069,Roseville,house,2003-04-04,720000.0,False,Roseville house buy,1297500.0000000002,2003-04-04,720000.0,nswlrs,UNKNOWN,,2003-04-04,2003,2003Q2,2003-04,,26.4,📉 Cooling
7020180.0,GANSW705576105,Sold,NSW,9 TENILBA RD,NORTHBRIDGE,4.0,3.0,,0 m²,766.0,10843190000,12101168327,2063,Northbridge (NSW),house,2003-04-04,1295000.0,False,Northbridge (NSW) house buy,1450000.0,2003-04-04,1295000.0,nswlrs,UNKNOWN,,2003-04-04,2003,2003Q2,2003-04,1690.6005221932114,70.0,📈 Growing
7208688.0,GANSW705851018,Sold,NSW,63 BANCROFT AVE,ROSEVILLE,4.0,3.0,2.0,0 m²,974.0,10416790000,12103140830,2069,Roseville,house,2003-04-07,1175000.0,False,Roseville house buy,1090000.0,2003-04-07,1175000.0,nswlrs,UNKNOWN,,2003-04-07,2003,2003Q2,2003-04,1206.3655030800821,26.4,📉 Cooling
7569597.0,GANSW705838083,Sold,NSW,18 WILLIAM ST,ROSEVILLE,4.0,3.0,3.0,0 m²,1265.0,10840352000,12101168407,2069,Roseville,house,2003-04-07,1220000.0,False,Roseville house buy,1122500.0,2003-04-07,1220000.0,nswlrs,UNKNOWN,,2003-04-07,2003,2003Q2,2003-04,964.4268774703557,26.4,📉 Cooling
1838743.0,GANSW705859470,Sold,NSW,1 NIBLICK AVE,ROSEVILLE,3.0,2.0,,0 m²,639.0,11204498600,12103140811,2069,Roseville,house,2003-04-07,960000.0,False,Roseville house buy,1739720.9302325582,2003-04-07,960000.0,nswlrs,UNKNOWN,,2003-04-07,2003,2003Q2,2003-04,1502.3474178403756,26.4,📉 Cooling
6207613.0,GANSW705836564,Sold,NSW,38 CARNARVON RD,ROSEVILLE,4.0,2.0,1.0,0 m²,1233.0,10421731000,12103140817,2069,Roseville,house,2003-04-08,1175000.0,False,Roseville house buy,1592500.0,2003-04-08,1175000.0,nswlrs,UNKNOWN,,2003-04-08,2003,2003Q2,2003-04,952.9602595296026,26.4,📉 Cooling
8150678.0,GANSW705854139,Sold,NSW,134 ARCHER ST,ROSEVILLE,4.0,2.0,,0 m²,697.0,10840390000,12101168402,2069,Roseville,house,2003-04-10,780000.0,False,Roseville house buy,656250.0,2003-04-10,780000.0,nswlrs,UNKNOWN,,2003-04-10,2003,2003Q2,2003-04,1119.0817790530846,26.4,📉 Cooling
7778116.0,GANSW705844416,Sold,NSW,7 OLIVER RD,ROSEVILLE,4.0,2.0,2.0,0 m²,1039.0,10421520000,12103140843,2069,Roseville,house,2003-04-11,1500000.0,False,Roseville house buy,845500.0,2003-04-11,1500000.0,nswlrs,UNKNOWN,,2003-04-11,2003,2003Q2,2003-04,1443.6958614051973,26.4,📉 Cooling
9345371.0,GANSW705858311,Sold,NSW,14 WANDELLA AVE,ROSEVILLE,3.0,2.0,2.0,0 m²,723.0,10421590000,12103140863,2069,Roseville,house,2003-04-12,1190000.0,False,Roseville house buy,595000.0,2003-04-12,1190000.0,nswlrs,UNKNOWN,,2003-04-12,2003,2003Q2,2003-04,1645.9197786998616,26.4,📉 Cooling
4088025.0,GANSW705827234,Sold,NSW,108 BOUNDARY ST,ROSEVILLE,,,,,,10840380000,12101168408,2069,Roseville,house,2003-04-12,545000.0,False,Roseville house buy,1090000.0,2003-04-12,545000.0,nswlrs,UNKNOWN,,2003-04-12,2003,2003Q2,2003-04,,26.4,📉 Cooling
12080363.0,GANSW705848359,Sold,NSW,445 PENSHURST ST,ROSEVILLE,4.0,3.0,2.0,0 m²,689.0,10840370000,12101168408,2069,Roseville,house,2003-04-15,180000.0,False,Roseville house buy,360000.0,2003-04-15,180000.0,nswlrs,UNKNOWN,,2003-04-15,2003,2003Q2,2003-04,261.2481857764877,26.4,📉 Cooling
7233001.0,GANSW705566275,Sold,NSW,246 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843732000,12101168323,2063,Northbridge (NSW),house,2003-04-15,922000.0,False,Northbridge (NSW) house buy,1825999.9999999998,2003-04-15,922000.0,nswlrs,UNKNOWN,,2003-04-15,2003,2003Q2,2003-04,,70.0,📈 Growing
1276240.0,GANSW705574694,Sold,NSW,2 EUROKA ST,NORTHBRIDGE,5.0,4.0,2.0,0 m²,575.0,10843500000,12101168319,2063,Northbridge (NSW),house,2003-04-16,1102000.0,False,Northbridge (NSW) house buy,1426000.0,2003-04-16,1102000.0,nswlrs,UNKNOWN,,2003-04-16,2003,2003Q2,2003-04,1916.5217391304348,70.0,📈 Growing
7061736.0,GANSW705581515,Sold,NSW,26 WOONONA RD,NORTHBRIDGE,4.0,3.0,1.0,0 m²,650.0,11205667000,12101168323,2063,Northbridge (NSW),house,2003-04-16,1930000.0,False,Northbridge (NSW) house buy,2106861.7747440273,2003-04-16,1930000.0,nswlrs,UNKNOWN,,2003-04-16,2003,2003Q2,2003-04,2969.230769230769,70.0,📈 Growing
8859796.0,GANSW705827243,Sold,NSW,119 BOUNDARY ST,ROSEVILLE,,,,,,10421630000,12103140847,2069,Roseville,house,2003-04-17,1300000.0,False,Roseville house buy,1050000.0,2003-04-17,1300000.0,nswlrs,UNKNOWN,,2003-04-17,2003,2003Q2,2003-04,,26.4,📉 Cooling
4955352.0,GANSW705824583,Sold,NSW,50 PARK AVE,ROSEVILLE,4.0,3.0,3.0,0 m²,836.0,11205561400,12103140811,2069,Roseville,house,2003-04-17,1165000.0,False,Roseville house buy,740000.0,2003-04-17,1165000.0,nswlrs,UNKNOWN,,2003-04-17,2003,2003Q2,2003-04,1393.5406698564593,26.4,📉 Cooling
5026853.0,GANSW705810097,Sold,NSW,32 ADDISON AVE,ROSEVILLE,4.0,2.0,1.0,0 m²,878.0,10421640000,12103140812,2069,Roseville,house,2003-04-24,980000.0,False,Roseville house buy,744158.8785046729,2003-04-24,980000.0,nswlrs,UNKNOWN,,2003-04-24,2003,2003Q2,2003-04,1116.1731207289295,26.4,📉 Cooling
1771597.0,GANSW706364155,Sold,NSW,240 PENSHURST ST,NORTH WILLOUGHBY,3.0,2.0,2.0,0 m²,658.0,11204703900,12101168704,2068,North Willoughby,house,2003-04-28,1410000.0,False,North Willoughby house buy,987500.0,2003-04-28,1410000.0,nswlrs,UNKNOWN,,2003-04-28,2003,2003Q2,2003-04,2142.8571428571427,75.0,📈 Growing
3377355.0,GANSW710599726,Sold,NSW,6/23-25 EASTERN VALLEY WAY,NORTHBRIDGE,3.0,2.0,1.0,22 m²,2071.0,10843230000,12101168314,2063,Northbridge (NSW),unit,2003-04-29,625000.0,False,Northbridge (NSW) unit buy,1250000.0,2003-04-29,625000.0,nswlrs,UNKNOWN,,2003-04-29,2003,2003Q2,2003-04,301.7865765330758,70.0,📈 Growing
3705212.0,GANSW705569567,Sold,NSW,136 SAILORS BAY RD,NORTHBRIDGE,,,,,,11205367600,12101168315,2063,Northbridge (NSW),house,2003-04-29,850000.0,False,Northbridge (NSW) house buy,1263500.0,2003-04-29,850000.0,nswlrs,UNKNOWN,,2003-04-29,2003,2003Q2,2003-04,,70.0,📈 Growing
2955051.0,GANSW717965446,Sold,NSW,2/271 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843550000,12101168303,2063,Northbridge (NSW),unit,2003-04-30,455000.0,False,Northbridge (NSW) unit buy,647060.3015075377,2003-04-30,455000.0,nswlrs,UNKNOWN,,2003-04-30,2003,2003Q2,2003-04,,70.0,📈 Growing
2269795.0,GANSW706409165,Sold,NSW,37 GLOVER ST,NORTH WILLOUGHBY,5.0,4.0,2.0,0 m²,556.0,11205359800,12101168723,2068,North Willoughby,house,2003-05-01,1275000.0,False,North Willoughby house buy,1617500.0,2003-05-01,1275000.0,nswlrs,UNKNOWN,,2003-05-01,2003,2003Q2,2003-05,2293.165467625899,75.0,📈 Growing
9196669.0,GANSW718161782,Sold,NSW,5/283 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843530000,12101168303,2063,Northbridge (NSW),unit,2003-05-07,545000.0,False,Northbridge (NSW) unit buy,1090000.0,2003-05-07,545000.0,nswlrs,UNKNOWN,,2003-05-07,2003,2003Q2,2003-05,,70.0,📈 Growing
8123866.0,GANSW705854117,Sold,NSW,57 ARCHBOLD RD,ROSEVILLE,3.0,1.0,1.0,0 m²,1048.0,10421751000,12103140816,2069,Roseville,house,2003-05-10,821000.0,False,Roseville house buy,795000.0,2003-05-10,821000.0,nswlrs,UNKNOWN,,2003-05-10,2003,2003Q2,2003-05,783.3969465648855,26.4,📉 Cooling
7079599.0,GANSW705820661,Sold,NSW,4 GLEN RD,ROSEVILLE,4.0,3.0,3.0,0 m²,813.0,10421190000,12103140842,2069,Roseville,house,2003-05-12,900000.0,False,Roseville house buy,835000.0,2003-05-12,900000.0,nswlrs,UNKNOWN,,2003-05-12,2003,2003Q2,2003-05,1107.0110701107012,26.4,📉 Cooling
11722593.0,GANSW705562108,Sold,NSW,23 MINNAMURRA RD,NORTHBRIDGE,3.0,2.0,2.0,0 m²,700.0,10843350000,12101168304,2063,Northbridge (NSW),house,2003-05-13,1500000.0,False,Northbridge (NSW) house buy,890000.0,2003-05-13,1500000.0,nswlrs,UNKNOWN,,2003-05-13,2003,2003Q2,2003-05,2142.8571428571427,70.0,📈 Growing
6074638.0,GANSW705618518,Sold,NSW,37 NOONBINNA CR,NORTHBRIDGE,5.0,3.0,2.0,0 m²,555.0,10843200000,12101168309,2063,Northbridge (NSW),house,2003-05-14,930000.0,False,Northbridge (NSW) house buy,626441.018766756,2003-05-14,930000.0,nswlrs,UNKNOWN,,2003-05-14,2003,2003Q2,2003-05,1675.6756756756756,70.0,📈 Growing
5049311.0,GANSW705580483,Sold,NSW,7A HARDEN AVE,NORTHBRIDGE,3.0,2.0,2.0,0 m²,335.0,10843560000,12101168319,2063,Northbridge (NSW),house,2003-05-16,837000.0,False,Northbridge (NSW) house buy,935198.1184283342,2003-05-16,837000.0,nswlrs,UNKNOWN,,2003-05-16,2003,2003Q2,2003-05,2498.507462686567,70.0,📈 Growing
3295231.0,GANSW710607799,Sold,NSW,128 SAILORS BAY RD,NORTHBRIDGE,,,,,,11205367600,12101168315,2063,Northbridge (NSW),house,2003-05-16,553000.0,False,Northbridge (NSW) house buy,948732.0028510336,2003-05-16,553000.0,nswlrs,UNKNOWN,,2003-05-16,2003,2003Q2,2003-05,,70.0,📈 Growing
9335430.0,GANSW705572047,Sold,NSW,1 LAGUNA RD,NORTHBRIDGE,4.0,2.0,2.0,0 m²,504.0,11205765100,12101168330,2063,Northbridge (NSW),house,2003-05-16,1300000.0,False,Northbridge (NSW) house buy,883500.0000000001,2003-05-16,1300000.0,nswlrs,UNKNOWN,,2003-05-16,2003,2003Q2,2003-05,2579.3650793650795,70.0,📈 Growing
6897310.0,GANSW717965448,Sold,NSW,5/271 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843550000,12101168303,2063,Northbridge (NSW),unit,2003-05-20,469000.0,False,Northbridge (NSW) unit buy,528382.4289405685,2003-05-20,469000.0,nswlrs,UNKNOWN,,2003-05-20,2003,2003Q2,2003-05,,70.0,📈 Growing
2446763.0,GANSW718401803,Sold,NSW,27-33 BOUNDARY ST,ROSEVILLE,,,,,,11205039700,12103140864,2069,Roseville,house,2003-05-20,750000.0,False,Roseville house buy,567000.0,2003-05-20,750000.0,nswlrs,UNKNOWN,,2003-05-20,2003,2003Q2,2003-05,,26.4,📉 Cooling
3983709.0,GANSW705587127,Sold,NSW,56 BAROONA RD,NORTHBRIDGE,4.0,2.0,1.0,0 m²,715.0,10838940000,12101168332,2063,Northbridge (NSW),house,2003-05-21,1450000.0,False,Northbridge (NSW) house buy,1143770.6422018348,2003-05-21,1450000.0,nswlrs,UNKNOWN,,2003-05-21,2003,2003Q2,2003-05,2027.972027972028,70.0,📈 Growing
9784528.0,GANSW705628813,Sold,NSW,29/21 EASTERN VALLEY WAY,NORTHBRIDGE,1.0,1.0,1.0,48 m²,0.0,10843230000,12101168314,2063,Northbridge (NSW),unit,2003-05-23,283000.0,False,Northbridge (NSW) unit buy,566000.0,2003-05-23,283000.0,nswlrs,UNKNOWN,,2003-05-23,2003,2003Q2,2003-05,,70.0,📈 Growing
8020545.0,GANSW705851373,Sold,NSW,14/2A SHIRLEY RD,ROSEVILLE,3.0,1.0,1.0,125 m²,25480.0,11209190000,12103140803,2069,Roseville,unit,2003-05-23,490000.0,False,Roseville unit buy,492578.947368421,2003-05-23,490000.0,nswlrs,UNKNOWN,,2003-05-23,2003,2003Q2,2003-05,19.23076923076923,26.4,📉 Cooling
11403376.0,GANSW705581249,Sold,NSW,2 THE OUTPOST,NORTHBRIDGE,4.0,3.0,3.0,0 m²,778.0,10843190000,12101168327,2063,Northbridge (NSW),house,2003-05-25,1165000.0,False,Northbridge (NSW) house buy,1323174.7967479674,2003-05-25,1165000.0,nswlrs,UNKNOWN,,2003-05-25,2003,2003Q2,2003-05,1497.4293059125964,70.0,📈 Growing
3179527.0,GANSW705824479,Sold,NSW,5 LOWANA AVE,ROSEVILLE,4.0,3.0,2.0,0 m²,650.0,11205189300,12103140821,2069,Roseville,house,2003-05-27,1171000.0,False,Roseville house buy,585500.0,2003-05-27,1171000.0,nswlrs,UNKNOWN,,2003-05-27,2003,2003Q2,2003-05,1801.5384615384614,26.4,📉 Cooling
9135707.0,GANSW705831443,Sold,NSW,16 SCOTT CR,ROSEVILLE,4.0,3.0,2.0,0 m²,860.0,10840380000,12101168408,2069,Roseville,house,2003-05-30,725000.0,False,Roseville house buy,1120018.3823529412,2003-05-30,725000.0,nswlrs,UNKNOWN,,2003-05-30,2003,2003Q2,2003-05,843.0232558139535,26.4,📉 Cooling
1494361.0,GANSW705855032,Sold,NSW,75 LORD ST,ROSEVILLE,3.0,2.0,,0 m²,1042.0,10416770000,12103140814,2069,Roseville,house,2003-06-02,1400000.0,False,Roseville house buy,700000.0,2003-06-02,1400000.0,nswlrs,UNKNOWN,,2003-06-02,2003,2003Q2,2003-06,1343.5700575815738,26.4,📉 Cooling
8818602.0,GANSW705550457,Sold,NSW,1 WEETALIBAH RD,NORTHBRIDGE,3.0,2.0,1.0,0 m²,550.0,10843380000,12101168334,2063,Northbridge (NSW),house,2003-06-02,990000.0,False,Northbridge (NSW) house buy,976500.0,2003-06-02,990000.0,nswlrs,UNKNOWN,,2003-06-02,2003,2003Q2,2003-06,1800.0,70.0,📈 Growing
8682798.0,GANSW705851385,Sold,NSW,105 SHIRLEY RD,ROSEVILLE,4.0,3.0,1.0,0 m²,822.0,10421160000,12103140801,2069,Roseville,house,2003-06-04,868000.0,False,Roseville house buy,1736000.0,2003-06-04,868000.0,nswlrs,UNKNOWN,,2003-06-04,2003,2003Q2,2003-06,1055.9610705596108,26.4,📉 Cooling
339060.0,GANSW705854757,Sold,NSW,54 ROSEVILLE AVE,ROSEVILLE,6.0,4.0,2.0,489 m²,1781.0,10416760000,12103140827,2069,Roseville,house,2003-06-05,3700000.0,False,Roseville house buy,1850000.0,2003-06-05,3700000.0,nswlrs,UNKNOWN,,2003-06-05,2003,2003Q2,2003-06,2077.484559236384,26.4,📉 Cooling
51892.0,GANSW710667299,Sold,NSW,4/4 CLANVILLE RD,ROSEVILLE,3.0,2.0,2.0,0 m²,0.0,10421490000,12103140815,2069,Roseville,unit,2003-06-05,695000.0,False,Roseville unit buy,733225.0,2003-06-05,695000.0,nswlrs,UNKNOWN,,2003-06-05,2003,2003Q2,2003-06,,26.4,📉 Cooling
11834458.0,GANSW705586654,Sold,NSW,189 SAILORS BAY RD,NORTHBRIDGE,,,,,,10843622000,12101168319,2063,Northbridge (NSW),house,2003-06-05,715000.0,False,Northbridge (NSW) house buy,1057500.0,2003-06-05,715000.0,nswlrs,UNKNOWN,,2003-06-05,2003,2003Q2,2003-06,,70.0,📈 Growing
11594611.0,GANSW713091661,Sold,NSW,15/177 PACIFIC HWY,ROSEVILLE,2.0,1.0,,0 m²,0.0,11205697200,12103140815,2069,Roseville,unit,2003-06-10,370000.0,False,Roseville unit buy,659490.7407407408,2003-06-10,370000.0,nswlrs,UNKNOWN,,2003-06-10,2003,2003Q2,2003-06,,26.4,📉 Cooling
10154224.0,GANSW705838029,Sold,NSW,26 PARK AVE,ROSEVILLE,3.0,2.0,,0 m²,883.0,10421740000,12103140813,2069,Roseville,house,2003-06-14,1160000.0,False,Roseville house buy,1591500.0,2003-06-14,1160000.0,nswlrs,UNKNOWN,,2003-06-14,2003,2003Q2,2003-06,1313.7032842582107,26.4,📉 Cooling
